id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,HubName,HubDist
"7137970340",7/3/2014,285000,"5",2.5,"2270","6300",2,false,NONE,Average,8 Good,"2270","0.0","1995",0,"98092",47.3266,-122.169,"2240","7005",Park:Lea Hill Park,0.764696071967754
"8091400200",5/16/2014,252700,"2",1.5,"1070","9643",1,,NONE,Average,7 Average,"1070","0.0","1985",,"98030",47.3533,-122.166,"1220","8386",Park:Lake Meridian Park,1.38592600788664
"3814700200",11/20/2014,329000,"3",2.25,"2450","6500",2,false,NONE,Good,8 Good,"2450","0.0","1985",0,"98030",47.3739,-122.172,"2200","6865",Park:Soos Creek Park,1.75596318107001
"1202000200",11/3/2014,233000,"3",2,"1710","4697",1.5,false,NONE,Very Good,6 Low Average,"1710","0.0","1941",0,"98002",47.3048,-122.218,"1030","4705",Park:Les Grove Park,0.368513321267214
"1794500383",6/26/2014,937000,"3",1.75,"2450","2691",2,false,NONE,Average,8 Good,"1750","700.0","1915",,"98119",47.6386,-122.36,"1760","3573",Park:Rogers Park,0.450135441307751
"3303700376",12/1/2014,667000,"3",1,"1400","1581",1.5,false,NONE,Very Good,8 Good,"1400","0.0","1909",0,"98112",47.6221,-122.314,"1860","3861",Park:Lincoln Park,0.411215419887836
"5101402488",6/24/2014,438000,"3",1.75,"1520","6380",1,false,NONE,Average,7 Average,"790","730.0","1948",,"98115",47.695,-122.304,"1520","6235",Park,0.636272335227789
"1873100390",3/2/2015,719000,"4",2.5,"2570","7173",2,false,NONE,Average,8 Good,"2570","0.0","2005",0,"98052",47.7073,-122.11,"2630","6026",Park:Jonathan Hartman Park,1.09398090435074
"8562750320",11/10/2014,580500,"3",2.5,"2320","3980",2,false,NONE,Average,8 Good,"2320","0.0","2003",0,"98027",47.5391,-122.07,"2580","3980",Attraction:Fantastic Erratic,0.779657358937967
"2426039314",12/1/2014,280000,"2",1.5,"1190","1265",3,false,NONE,Average,7 Average,"1190","0.0","2005",0,"98133",47.7274,-122.357,"1390","1756",Park:Carkeek Park,1.41349611529961
"461000390",6/24/2014,687500,"4",1.75,"2330","5000",1.5,false,NONE,Good,7 Average,"1510","820.0","1929",0,"98117",47.6823,-122.368,"1460","5000",Park,0.140724364063816
"7589200193",11/10/2014,535000,"3",1,"1090","3000",1.5,false,NONE,Good,8 Good,"1090","0.0","1929",0,"98117",47.6889,-122.375,"1570","5080",Park,0.676944586066352
"7955080270",12/3/2014,322500,"4",2.75,"2060","6659",1,false,NONE,Average,7 Average,"1280","780.0","1981",0,"98058",47.4276,-122.157,"2020","8720",Park:Lake Youngs Park,0.570316301043969
"9547205180",6/13/2014,696000,"3",2.5,"2300","3060",1.5,false,NONE,Average,8 Good,"1510","790.0","1930",2002,"98115",47.6827,-122.31,"1590","3264",Park:Cowen Park,0.692103769834891
"9435300030",5/28/2014,550000,"4",1,"1660","34848",1,false,NONE,Poor,5 Fair,"930","730.0","1933",0,"98052",47.6621,-122.132,"2160","11467",Park:Westside Park,0.187067310476081
"2768000400",12/30/2014,640000,"4",2,"2360","6000",2,false,NONE,Good,8 Good,"2360","0.0","1904",0,"98107",47.6702,-122.362,"1730","4700",Park:Greenwood Triangle,0.103717357890138
"7895500070",2/13/2015,240000,"4",1,"1220","8075",1,false,NONE,Fair,7 Average,"890","330.0","1969",0,"98001",47.3341,-122.282,"1290","7800",Park:Nelson Park,1.98316417773754
"2078500320",6/20/2014,605000,"4",2.5,"2620","7553",2,false,NONE,Average,8 Good,"2620","0.0","1996",0,"98056",47.5301,-122.18,"2620","11884",Park:Hazelwood Park,0.479794405393083
"5547700270",7/15/2014,625000,"4",2.5,"2570","5520",2,,NONE,Average,9 Better,"2570","0.0","2000",,"98074",47.6145,-122.027,"2470","5669",Park:Sammamish Commons Park,1.0057098565229
"7766200013",8/11/2014,775000,"4",2.25,"4220","24186",1,false,NONE,Average,8 Good,"2600","1620.0","1984",0,"98166",47.445,-122.347,"2410","30617",Park:Nature Trails Park,0.91982099999721
"7203220400",7/7/2014,861990,"5",2.75,"3595","5639",2,false,NONE,Average,9 Better,"3595",?,"2014",0,"98053",47.6848,-122.016,"3625","5639",Park:Duvall Park,2.85455690583153
"9270200160",10/28/2014,685000,"3",1,"1570","2280",2,false,NONE,Average,7 Average,"1570","0.0","1922",0,"98119",47.6413,-122.364,"1580","2640",Park:Rogers Park,0.342224176162057
"1432701230",7/29/2014,309000,"3",1,"1280","9656",1,false,NONE,Good,6 Low Average,"920","360.0","1959",0,"98058",47.4485,-122.175,"1340","8808",Park:Renton Park,0.463345435931504
"8035350320",7/18/2014,488000,"3",2.5,"3160","13603",2,false,NONE,Average,8 Good,"3160","0.0","2003",,"98019",47.7443,-121.977,"3050","9232",Park:Taylor Park,0.605678635208424
"8945200830",3/25/2015,210490,"3",1,"990","8528",1,false,NONE,Average,6 Low Average,"990","0.0","1966",0,"98023",47.3066,-122.371,"1228","8840",Park:Dash Point State Park,1.80640458727747
"4178300310",7/16/2014,785000,"4",2.5,"2290","13416",2,false,NONE,Good,9 Better,"2290","0.0","1981",0,"98007",47.6194,-122.151,"2680","13685",Park:Bellevue Highlands Park,0.476574835102755
"9215400105",4/28/2015,450000,"3",1.75,"1250","5963",1,false,NONE,Good,7 Average,"1250","0.0","1953",0,"98115",47.6796,-122.301,"970","5100",Park:Ravenna Park,0.617061790660863
"822039084",3/11/2015,1350000,"3",2.5,"2753","65005",1,true,AVERAGE,Very Good,9 Better,"2165","588.0","1953",0,"98070",47.4041,-122.451,"2680","72513",Park:Burton Acres Park,0.97138470610432
"5245600105",9/16/2014,228000,"3",1,"1190","9199",1,false,NONE,Average,7 Average,"1190","0.0","1955",0,"98148",47.4258,-122.322,"1190","9364",Park:Des Moines Park,1.43051116976533
"7231300125",2/17/2015,345000,"5",2.5,"3150","9134",1,false,NONE,Good,8 Good,"1640","1510.0","1966",0,"98056",47.4934,-122.189,"1990","9133",Park:Kennydale Lions Park,1.40415644274331
"7518505990",12/31/2014,600000,"3",1.75,"1410","4080",1,false,NONE,Good,7 Average,"1000","410.0","1950",,"98117",47.6808,-122.384,"1410","4080",Cinema:Majestic Bay,0.82495798223647
"3626039271",2/5/2015,585000,"2",1.75,"1980","8550",1,false,NONE,Average,7 Average,"990","990.0","1981",0,"98117",47.6989,-122.369,"1480","6738",Park:Carkeek Park,0.746700486598928
"4217401195",3/3/2015,920000,"5",2.25,"2730","6000",1.5,false,NONE,Average,8 Good,"2130","600.0","1927",0,"98105",47.6571,-122.281,"2730","6000",Garden:Goodfellow Grove,0.478913418885646
"9822700295",5/12/2014,885000,"4",2.5,"2830","5000",2,,NONE,Average,9 Better,"2830","0.0","1995",0,"98105",47.6597,-122.29,"1950","5000",Garden:Goodfellow Grove,0.157159170849369
"9478500640",8/19/2014,292500,"4",2.5,"2250","4495",2,false,NONE,Average,7 Average,"2250","0.0","2008",,"98042",47.3663,-122.114,"2250","4500",Park:Lake Meridian Park,1.23949888765272
"2799800710",4/7/2015,301000,"3",2.5,"2420","4750",2,false,NONE,Average,8 Good,"2420","0.0","2003",0,"98042",47.3663,-122.122,"2690","4750",Park:Lake Meridian Park,0.875502761282667
"7922800400",8/27/2014,951000,"5",3.25,"3250","14342",2,false,EXCELLENT,Good,8 Good,"3250","0.0","1968",,"98008",47.588,-122.116,"2960","11044",Park:Weowna Beach Park,0.558218357783511
"8079040320",2/23/2015,430000,"4",3,"1850","9976",2,false,NONE,Average,8 Good,"1850","0.0","1991",0,"98059",47.5059,-122.149,"2270","8542",Park:May Creek Park,1.77207538355335
"1516000055",12/10/2014,650000,"3",2.25,"2150","21235",1,,GOOD,Good,8 Good,"1590","560.0","1959",0,"98166",47.4336,-122.339,"2570","18900",Park:Nature Trails Park,0.301945293152232
"9558200045",8/28/2014,289000,"3",1.75,"1260","8400",1,false,NONE,Average,7 Average,"1260","0.0","1954",0,"98148",47.4366,-122.335,"1290","8750",Park:Nature Trails Park,0.569711806693402
"5072410070",10/21/2014,505000,"3",1.75,"2519","8690",2,,NONE,Very Good,8 Good,"2519","0.0","1973",0,"98166",47.4428,-122.344,"2500","9500",Park:Nature Trails Park,0.763315271003057
"9528102996",12/7/2014,549000,"3",1.75,"1540","1044",3,false,NONE,Average,8 Good,"1540","0.0","2014",0,"98115",47.6765,-122.32,"1580","3090",Park:Cowen Park,0.415090438562598
"1189001180",6/3/2014,425000,"3",2.25,"1660","6000",1,false,NONE,Average,7 Average,"1110","550.0","1979",0,"98122",47.6113,-122.297,"1440","4080",Park:Leschi Park,0.830661072550748
"3253500160",11/20/2014,317625,"3",2.75,"2770","3809",1.5,false,NONE,Very Good,7 Average,"1770","1000.0","1925",0,"98144",47.5747,-122.304,"1440","4000",Park,0.462802979200849
"3394100030",9/9/2014,975000,"4",2.5,"2720","11049",2,,NONE,Average,10 Very Good,"2720","0.0","1989",0,"98004",47.5815,-122.192,"2750","11049",Park:Enatai Beach Park,0.283249118615155
"3717000160",10/9/2014,287000,"4",2.5,"2240","4648",2,false,NONE,Average,7 Average,"2240","0.0","2005",0,"98001",47.3378,-122.257,"2221","4557",Park:Lake Fenwick Park,2.28573364524772
"1274500060",8/25/2014,204000,"3",1,"1000","12070",1,false,NONE,Good,7 Average,"1000","0.0","1968",,"98042",47.3621,-122.11,"1010","12635",Park:Lake Meridian Park,1.40109690804578
"1802000060",6/12/2014,1330000,"5",2.25,"3200","20158",1,false,NONE,Average,8 Good,"1600","1600.0","1965",0,"98004",47.6303,-122.215,"3390","20158",Park:Northwest Community Center Park,0.321904295546462
"1525059190",9/12/2014,1040000,"5",3.25,"4770","50094",1,false,NONE,Good,11 Excellent,"3070","1700.0","1973",0,"98005",47.6525,-122.16,"3530","38917",Park:Cherry Crest Park,0.985442004618735
"1049000060",1/5/2015,325000,"3",2,"1260","5612",1,false,NONE,Good,7 Average,"1260","0.0","1972",0,"98034",47.7362,-122.179,"1640","4745",Park:E Norway Hill Park,0.189727878540009
"8820901275",6/10/2014,571000,"4",2,"2750","7807",1.5,false,NONE,Very Good,7 Average,"2250","500.0","1916",0,"98125",47.7168,-122.287,"1510","7807",Playground,0.655982639630415
"5416510140",7/10/2014,360000,"4",2.5,"2380","5000",2,false,NONE,Average,8 Good,"2380","0.0","2005",,"98038",47.3608,-122.036,"2420","5000",Park:Fernwood Park,0.243127619821482
"3444100400",3/16/2015,349000,"3",1.75,"1790","50529",1,false,NONE,Very Good,7 Average,"1090","700.0","1965",0,"98042",47.3511,-122.073,"1940","50529",Park:Fernwood Park,1.99753750622535
"3276920270",11/5/2014,832500,"4",4,"3430","35102",2,false,NONE,Good,10 Very Good,"2390","1040.0","1986",0,"98075",47.5822,-121.987,"3240","35020",Park:Pine Lake Park,2.44739187768926
"4036801170",10/13/2014,380000,"4",1.75,"1760","7300",1,false,NONE,Average,7 Average,"880","880.0","1956",,"98008",47.6034,-122.125,"1680","7500",Park:Lake Hills Park,0.374513014412839
"2391600320",4/20/2015,480000,"3",1,"1040","5060",1,false,NONE,Average,7 Average,"1040","0.0","1941",,"98116",47.5636,-122.394,"890","5060",Park:Me-Kwa-Mooks Park,0.4694128222999
"6300000287",6/9/2014,410000,"3",1,"1410","5060",1,false,NONE,Good,7 Average,"910","500.0","1956",0,"98133",47.7073,-122.34,"1130","5693",Cinema:Oaktree,0.392918843983144
"1531000030",3/23/2015,720000,"4",2.5,"3450","39683",2,false,NONE,Average,10 Very Good,"3450",?,"2002",0,"98010",47.342,-122.025,"3350","39750",Park:Fernwood Park,1.60994754885108
"5104520400",12/2/2014,390000,"3",2.5,"2350","5100",2,false,NONE,Average,8 Good,"2350","0.0","2003",0,"98038",47.3512,-122.008,"2350","5363",Park:Fernwood Park,1.56050998816284
"7437100340",12/22/2014,360000,"4",2.5,"1900","5889",2,false,NONE,Average,7 Average,"1900","0.0","1992",0,"98038",47.349,-122.031,"1870","6405",Park:Fernwood Park,1.07228331906193
"9418400240",10/28/2014,355000,"2",1,"2020","6720",1,false,NONE,Average,7 Average,"1010","1010.0","1948",0,"98118",47.5474,-122.291,"1720","6720",Playground,0.763050172717747
"1523059105",1/28/2015,356000,"3",1.5,"1680","8712",1,false,NONE,Average,8 Good,"1680","0.0","1964",0,"98059",47.4811,-122.149,"1850","8797",Theater,1.45776138822512
"1133000671",6/2/2014,315000,"3",1,"960","6634",1,false,NONE,Average,6 Low Average,"960","0.0","1952",0,"98125",47.7264,-122.31,"1570","7203",Park:Pinehurst Playground,0.726446866729754
"4232902595",11/14/2014,940000,"3",1.5,"2140","3600",2,false,NONE,Average,9 Better,"1900","240.0","1925",0,"98119",47.6337,-122.365,"2020","4800",Park:Kinnear Park,0.451247686463109
"2599001200",11/3/2014,305000,"5",2.25,"2660","8400",1.5,false,NONE,Very Good,7 Average,"2660","0.0","1961",0,"98092",47.2909,-122.189,"1590","8165",Park:Auburn Rotary Park,0.511208435121923
"3342103156",6/18/2014,461000,"3",3.25,"2770","6278",2,,NONE,Average,9 Better,"1980","790.0","2006",0,"98056",47.5228,-122.199,"1900","7349",Park:Kennydale Lions Park,0.752940761431576
"1332700270",5/19/2014,215000,"2",2.25,"1610","2040",2,false,NONE,Good,7 Average,"1610","0.0","1979",,"98056",47.518,-122.194,"1950","2025",Park:Kennydale Lions Park,0.347483355818359
"3869900162",9/4/2014,335000,"2",1.75,"1030","1066",2,false,NONE,Average,7 Average,"765","265.0","2006",,"98136",47.5394,-122.387,"1030","1106",Park:Lincoln Park,0.738730825651145
"2791500270",5/22/2014,243500,"4",2.5,"1980","7403",2,false,NONE,Average,7 Average,"1980","0.0","1988",0,"98023",47.2897,-122.372,"1980","7510",Park:Dash Point State Park,2.43526504988595
"5036300431",3/11/2015,1100000,"5",2.75,"3520","6353",2,false,NONE,Good,10 Very Good,"3520","0.0","2001",0,"98199",47.6506,-122.391,"2520","6250",Pier,0.71637212453259
"4168000060",2/26/2015,153000,"3",1,"1200","10500",1,false,NONE,Average,7 Average,"1200","0.0","1962",0,"98023",47.322,-122.351,"1350","10500",Fishing,2.19505637099599
"6021501535",7/25/2014,430000,"3",1.5,"1580","5000",1,false,NONE,Average,8 Good,"1290","290.0","1939",0,"98117",47.687,-122.386,"1570","4500",Playground:Webster Playground,0.84145846954885
"6021501535",12/23/2014,700000,"3",1.5,"1580","5000",1,false,NONE,Average,8 Good,"1290","290.0","1939",0,"98117",47.687,-122.386,"1570","4500",Playground:Webster Playground,0.84145846954885
"1483300570",9/8/2014,905000,"4",2.5,"3300","10250",1,false,NONE,Average,7 Average,"2390","910.0","1946",1991,"98040",47.5873,-122.249,"1950","6045",Park:First Hill Park,0.439023650737225
"3422049190",3/30/2015,247500,"3",1.75,"1960","15681",1,false,NONE,Average,7 Average,"1960","0.0","1967",0,"98032",47.3576,-122.277,"1750","15616",Park:Lake Fenwick Park,0.752154809609586
"1099611230",9/12/2014,199000,"4",1.5,"1160","6400",1,false,NONE,Good,7 Average,"1160","0.0","1975",0,"98023",47.3036,-122.378,"1160","6400",Park:Dash Point State Park,1.59965526398667
"722079104",7/11/2014,314000,"3",1.75,"1810","41800",1,false,NONE,Very Good,7 Average,"1210","600.0","1980",0,"98038",47.4109,-121.958,"1650","135036",Park:Levdansky County Park,1.10229835644714
"7338200240",5/16/2014,437500,"3",2.5,"2320","36847",2,false,AVERAGE,Average,9 Better,"2320","0.0","1992",0,"98045",47.4838,-121.714,"2550","35065",Park:Twin Falls State Park,2.6384469386372
"1952200240",6/11/2014,850830,"3",2.5,"2070","13241",1.5,false,NONE,Very Good,9 Better,"1270","800.0","1910",0,"98102",47.6415,-122.315,"2200","4500",Park:Interlaken Park,0.498640712677034
"5200100125",10/27/2014,555000,"3",2,"1980","3478",1.5,false,NONE,Good,7 Average,"1440","540.0","1929",0,"98117",47.6775,-122.372,"1610","3478",Park,0.262518778621597
"7214720075",12/12/2014,699950,"3",2.25,"2190","107593",2,false,NONE,Good,8 Good,"2190","0.0","1983",0,"98077",47.7731,-122.08,"2570","47777",Attraction:DeLille Cellars,4.09073576004197
"2450000295",10/7/2014,1090000,"3",2.5,"2920","8113",2,false,NONE,Average,8 Good,"2920","0.0","1950",2010,"98004",47.5814,-122.196,"2370","8113",Park:Enatai Beach Park,0.170649547202678
"6197800045",9/24/2014,290000,"3",1,"1210","33919",1,false,NONE,Average,7 Average,"1210","0.0","1954",0,"98058",47.4375,-122.184,"1640","14910",Park:Boulevard Lane Park,0.460247595146472
"1328310370",4/2/2015,375000,"3",2.5,"2340","10005",1,,NONE,Good,8 Good,"1460","880.0","1978",,"98058",47.4431,-122.133,"2250","8162",Park:Lake Youngs Park,1.18907131071005
"546000875",5/23/2014,460000,"3",1,"1670","4005",1.5,false,NONE,Good,7 Average,"1170","500.0","1939",0,"98117",47.6878,-122.38,"1240","4005",Park,0.759642550379045
"3530510041",7/23/2014,188500,"2",1.75,"1240","2493",1,false,NONE,Good,8 Good,"1240","0.0","1985",0,"98198",47.3813,-122.322,"1270","4966",Park:Des Moines Park,1.64453588271226
"1853000400",3/5/2015,680000,"4",2.5,"3140","28037",2,false,NONE,Good,10 Very Good,"3140","0.0","1991",0,"98077",47.7304,-122.082,"2990","35001",Park:Farrel McWhirter Park,2.37516323554324
"3134100116",8/27/2014,470000,"5",1.75,"2030","12342",2,false,NONE,Good,7 Average,"2030","0.0","1942",0,"98052",47.6417,-122.109,"2500","9433",Fishing,0.36965681715085
"9545230140",7/25/2014,597750,"4",2.5,"2310","9624",2,false,NONE,Average,8 Good,"2310","0.0","1984",,"98027",47.5386,-122.053,"1940","9636",Park:Lake Sammamish State Park,1.52224405381995
"3362400511",3/4/2015,570000,"3",1.75,"1260","3328",1,false,NONE,Very Good,6 Low Average,"700","560.0","1905",0,"98103",47.6823,-122.349,"1380","3536",Park:Greenwood Triangle,1.0843465071677
"2525310310",9/16/2014,272500,"3",1.75,"1540","12600",1,false,NONE,Good,7 Average,"1160",?,"1980",0,"98038",47.3624,-122.031,"1540","11656",Park:Fernwood Park,0.232307410644472
"6126500060",11/24/2014,329950,"3",1.75,"2080","5969",1,false,AVERAGE,Average,7 Average,"1080","1000.0","1971",0,"98108",47.5474,-122.295,"2090","5500",Playground,0.832225773414332
"8961960160",10/28/2014,480000,"4",2.5,"3230","16171",2,false,,Average,9 Better,"2520","710.0","2001",0,"98001",47.3183,-122.253,"2640","8517",Cinema,1.41678805685848
"3626039325",11/21/2014,740500,"3",3.5,"4380","6350",2,false,NONE,Average,8 Good,"2780",?,"1900",,"98117",47.6981,-122.368,"1830","6350",Park:Carkeek Park,0.810076245097855
"3362400431",6/26/2014,518500,"3",3.5,"1590","1102",3,false,NONE,Average,8 Good,"1590","0.0","2010",0,"98103",47.6824,-122.347,"1620","3166",Picnic spot,1.12265836788235
"4060000240",6/23/2014,205425,"2",1,"880","6780",1,false,NONE,Good,6 Low Average,"880","0.0","1945",0,"98178",47.5009,-122.248,"1190","6780",Park:Skyway Park,0.556840297155755
"3454800060",1/8/2015,171800,"4",2,"1570","9600",1,,NONE,Average,6 Low Average,"1570","0.0","1950",0,"98168",47.4965,-122.303,"1880","9000",Park:Hilltop Park,0.462245858244493
"1695900060",5/11/2015,535000,"4",1,"1610","2982",1.5,false,NONE,Good,7 Average,"1610","0.0","1925",0,"98144",47.587,-122.294,"1610","4040",Park:Sam Smith Park,0.257577549568257
"7278700070",1/2/2015,660000,"3",2.5,"2400","6474",1,false,AVERAGE,Average,8 Good,"1560","840.0","1964",0,"98177",47.7728,-122.386,"2340","10856",Park:Kings Garden,1.39942223549257
"6675500070",11/19/2014,391500,"3",2,"1450","9132",1,false,NONE,Average,7 Average,"1450","0.0","1987",,"98034",47.7288,-122.226,"1580","9104",Park:Inglemoor County Park,0.569468626357661
"3626039187",4/6/2015,395000,"2",1,"770","6000",1,false,NONE,Average,6 Low Average,"770","0.0","1953",0,"98117",47.6999,-122.364,"1710","6000",Park:Carkeek Park,0.758890256674884
"3524049083",11/4/2014,445000,"4",1.75,"2100","4400",1.5,,NONE,Very Good,7 Average,"1720","380.0","1924",0,"98118",47.5299,-122.266,"1850","4400",Beach:Pritchard Island Beach,0.132651039258462
"3275860240",6/18/2014,770000,"3",2.25,"2910","10204",2,false,NONE,Average,9 Better,"2910","0.0","1990",0,"98052",47.6897,-122.098,"2700","13992",Park:Jonathan Hartman Park,0.515734204307751
"4389200955",3/2/2015,1450000,"4",2.75,"2750","17789",1.5,false,NONE,Average,8 Good,"1980","770.0","1914",1992,"98004",47.6141,-122.212,"3060","11275",Park:Meydenbauer Park,0.146512090681812
"4058801670",7/17/2014,445000,"3",2.25,"2100","8201",1,,AVERAGE,Average,8 Good,"1620","480.0","1967",0,"98178",47.5091,-122.244,"2660","8712",Park:Skyway Park,1.06511562588189
"8732020310",7/17/2014,260000,"4",2.25,"2160","8811",1,false,NONE,Average,8 Good,"1360","800.0","1978",,"98023",47.3129,-122.39,"2090","8400",Park:Dash Point State Park,0.824173892547786
"2331300505",6/13/2014,822500,"5",3.5,"2320","4960",2,false,NONE,Very Good,7 Average,"1720","600.0","1926",,"98103",47.6763,-122.352,"1700","4960",Park:Greenwood Triangle,0.663817101444676
"7853210060",4/6/2015,430000,"4",2.5,"2070","4310",2,false,,Average,7 Average,"2070","0.0","2004",0,"98065",47.5319,-121.85,"1970","3748",Attraction:Snoqualmie Falls,0.884225024851831
"3668000070",1/5/2015,212000,"3",1.75,"1060","7875",1,false,NONE,Good,7 Average,"1060","0.0","1986",0,"98092",47.2761,-122.152,"1420","7680",Park:Lake Tapps County Park,2.46846464227693
"9545240070",4/28/2015,660500,"4",2.25,"2010","9603",1,false,NONE,Average,8 Good,"1440","570.0","1986",0,"98027",47.5343,-122.054,"2060","9793",Park:Squak Mountain State Park Natural Area,1.70551548124676
"1243100136",6/12/2014,784000,"3",3.5,"3950","111078",1.5,false,NONE,Average,9 Better,"2460","1490.0","1989",0,"98052",47.697,-122.072,"2480","88500",Park:Farrel McWhirter Park,0.376478262166625
"8929000270",5/12/2014,453246,"3",2.5,"2010","2287",2,false,NONE,Average,8 Good,"1390","620.0","2014",0,"98029",47.5517,-121.998,"1690","1662",Park:Pine Lake Park,3.11302362050896
"2767602356",1/26/2015,675000,"4",3.5,"2140","2278",3,false,NONE,Average,9 Better,"2140","0.0","2005",0,"98107",47.6734,-122.38,"1540","2285",Cinema:Majestic Bay,0.367082475715107
"921049315",8/13/2014,199000,"3",1.75,"1320","17390",1,false,NONE,Good,7 Average,"1320","0.0","1956",,"98003",47.3257,-122.296,"1550","19265",Cinema:Century Federal Way,1.03983077646877
"3655000070",8/5/2014,220000,"4",1.75,"2020","7840",1,false,NONE,Average,7 Average,"1010","1010.0","1968",0,"98003",47.3309,-122.299,"1750","8140",Cinema:Century Federal Way,1.30994885307711
"4027700812",5/29/2014,452000,"4",2.25,"2590","10002",1,false,NONE,Good,8 Good,"1340","1250.0","1968",,"98028",47.7689,-122.266,"1550","10436",Park:Log Boom Park,0.795723385741905
"3992700335",7/7/2014,382500,"2",1,"1190","4440",1,false,NONE,Average,6 Low Average,"1190","0.0","1981",0,"98125",47.7135,-122.287,"1060","5715",Playground,0.883381532314947
